Date,Time,ModelName,ModelCode,Defects,Result,PoseNumber
07-05-2025 00:00:00,07-05-2025 15:34:53,BAJAJ500,"20002953-001288-1225-Rev-001",["#C105","#C116","#C47","#C49","#C18","#D108","#C103","#C115","#D106","#D21"],True,14
