Date,Time,ModelName,ModelCode,Defects,Result,PoseNumber
01-04-2025 00:00:00,01-04-2025 17:53:51,Honda350,"20002953-000183-0325-Rev-001",["#C127"],False,2
01-04-2025 00:00:00,01-04-2025 17:56:36,Honda350,"20002953-000183-0325-Rev-001",["#C127"],False,2
01-04-2025 00:00:00,01-04-2025 18:04:48,Honda350,"20002953-000183-0325-Rev-001",["#C127"],False,2
01-04-2025 00:00:00,01-04-2025 18:09:32,Honda350,System.Net.WebException:Theremoteserverreturnedanerror:(500)InternalServerError.atSystem.Net.HttpWebRequest.GetResponse()atVoltasBeko.ApiController.ProcessImage(BitmapinputImage,StringendPoint,Stringport)inD:\Software\CppNew\Backup\VoltasBeko\Classes\ApiController.cs:line86,["#C127"],False,2
01-04-2025 00:00:00,01-04-2025 18:12:33,Honda350,System.Net.WebException:Theremoteserverreturnedanerror:(500)InternalServerError.atSystem.Net.HttpWebRequest.GetResponse()atVoltasBeko.ApiController.ProcessImage(BitmapinputImage,StringendPoint,Stringport)inD:\Software\CppNew\Backup\VoltasBeko\Classes\ApiController.cs:line86,["#C127"],False,2
01-04-2025 00:00:00,01-04-2025 18:16:02,Honda350,System.Net.WebException:Theremoteserverreturnedanerror:(500)InternalServerError.atSystem.Net.HttpWebRequest.GetResponse()atVoltasBeko.ApiController.ProcessImage(BitmapinputImage,StringendPoint,Stringport)inD:\Software\CppNew\Backup\VoltasBeko\Classes\ApiController.cs:line86,["#C127"],False,2
01-04-2025 00:00:00,01-04-2025 18:24:13,Honda350,"20002953-000183-0325-Rev-001",["#C127"],False,2
02-04-2025 00:00:00,02-04-2025 11:43:33,Honda350,"20002953-000183-0325-Rev-001",["#C127"],False,2
02-04-2025 00:00:00,02-04-2025 11:51:15,Honda350,"nocodefound",["Unable to locate ROI","#C127"],False,2
02-04-2025 00:00:00,02-04-2025 12:17:50,Honda350,"nocodefound",["#C127"],False,2
02-04-2025 00:00:00,02-04-2025 15:36:40,Honda350,"nocodefound",["#C127"],False,2
02-04-2025 00:00:00,02-04-2025 15:39:24,Honda350,"nocodefound",["#C127"],False,2
02-04-2025 00:00:00,02-04-2025 15:41:41,Honda350,"nocodefound",["#C127"],False,2
02-04-2025 00:00:00,02-04-2025 15:42:38,Honda350,"nocodefound",["Unable to locate ROI","#C127"],False,2
02-04-2025 00:00:00,02-04-2025 15:50:53,Honda350,"nocodefound",["#C127"],False,2
02-04-2025 00:00:00,02-04-2025 15:57:49,Honda350,"nocodefound",["#C127"],False,2
02-04-2025 00:00:00,02-04-2025 15:58:37,Honda350,"nocodefound",["#C127"],False,2
