Date,Time,ModelName,ModelCode,Defects,Result,PoseNumber
27-03-2025 00:00:00,27-03-2025 16:27:59,Full,"20002339-000296-L325-Rev-001",["Unable to locate ROI","#SinkL","#C214L","#BBox"],False,13
27-03-2025 00:00:00,27-03-2025 16:28:00,Full,"20002339-000296-L325-Rev-001",["Unable to locate ROI","#R134L","#TRXL"],False,14
27-03-2025 00:00:00,27-03-2025 16:28:00,Full,"20002339-000296-L325-Rev-001",["#C57L","#VregHS_L","#RCard","#BrownCapL"],False,15
27-03-2025 00:00:00,27-03-2025 16:28:01,Full,"20002339-000295-L325-Rev-001",["Unable to locate ROI","#C15L","#d10","#R37","#R37_low"],False,16
27-03-2025 00:00:00,27-03-2025 16:28:01,Full,"20002339-000295-L325-Rev-001",["Unable to locate ROI","#C19","#C10","#R36","#C13","#Transormer"],False,17
27-03-2025 00:00:00,27-03-2025 16:28:01,Full,"20002339-000295-L325-Rev-001",[],True,18
27-03-2025 00:00:00,27-03-2025 16:28:02,Full,"20002339-000295-L325-Rev-001",["Unable to locate ROI","#Transformer"],False,19
27-03-2025 00:00:00,27-03-2025 16:28:02,Full,"20002339-000295-L325-Rev-001",["#c186","#c190","#c196","#f110","#R162","#R108","#R165","#C214"],False,20
27-03-2025 00:00:00,27-03-2025 16:28:03,Full,"20002339-000295-L325-Rev-001",["Unable to locate ROI","#Black","#C126"],False,21
27-03-2025 00:00:00,27-03-2025 16:28:03,Full,"20002339-000295-L325-Rev-001",["Unable to locate ROI","#C100","#C100","#GrayPresence"],False,22
27-03-2025 00:00:00,27-03-2025 16:28:04,Full,"20002339-000295-L325-Rev-001",["Unable to locate ROI","#C47"],False,23
27-03-2025 00:00:00,27-03-2025 16:28:04,Full,"20002339-000295-L325-Rev-001",["Unable to locate ROI","#F10","#R11"],False,24
